recv_time_sec,source,session,vx,vy,wz
1783437635.5313525,odom,0,0.0,0.0,0.0
1783437635.627421,odom,0,0.0,0.0,0.0
1783437635.7803419,odom,0,0.0,0.0,0.0
1783437635.82671,odom,0,0.0,0.0,0.0
1783437635.9450943,odom,0,0.0,0.0,0.0
1783437636.0312238,odom,0,0.0,0.0,0.0
1783437636.1364925,odom,0,0.0,0.0,0.0
1783437636.2315247,odom,0,0.0,0.0,0.0
1783437636.33006,odom,0,0.0,0.0,0.0
1783437636.4266837,odom,0,0.0,0.0,0.0
1783437636.5261238,odom,0,0.0,0.0,0.0
1783437636.6461527,odom,0,0.0,0.0,0.0
1783437636.7299888,odom,0,0.0,0.0,0.0
1783437636.829382,odom,0,0.0,0.0,0.0
1783437636.9312057,odom,0,0.0,0.0,0.0
1783437637.03105,odom,0,0.0,0.0,0.0
1783437637.1383128,odom,0,0.0,0.0,0.0
1783437637.2306516,odom,0,0.0,0.0,0.0
1783437637.3312159,odom,0,0.0,0.0,0.0
1783437637.4258163,odom,0,0.0,0.0,0.0
1783437637.5376143,odom,0,0.0,0.0,0.0
1783437637.6316295,odom,0,0.0,0.0,0.0
1783437637.732401,odom,0,0.0,0.0,0.0
1783437637.8291402,odom,0,0.0,0.0,0.0
1783437637.9296598,odom,0,0.0,0.0,0.0
1783437638.0276551,odom,0,0.0,0.0,0.0
1783437638.1243303,odom,0,0.0,0.0,0.0
1783437638.2268825,odom,0,0.0,0.0,0.0
1783437638.3280704,odom,0,0.0,0.0,0.0
1783437638.4238696,odom,0,0.0,0.0,0.0
1783437638.52519,odom,0,0.0,0.0,0.0
1783437638.6246521,odom,0,0.0,0.0,0.0
1783437638.7332785,odom,0,0.0,0.0,0.0
1783437638.8320637,odom,0,0.0,0.0,0.0
1783437638.9244044,odom,0,0.0,0.0,0.0
1783437639.0277364,odom,0,0.0,0.0,0.0
1783437639.1280682,odom,0,0.0,0.0,0.0
1783437639.2276506,odom,0,0.0,0.0,0.0
1783437639.3290536,odom,0,0.0,0.0,0.0
1783437639.4277742,odom,0,0.0,0.0,0.0
1783437639.5297058,odom,0,0.0,0.0,0.0
1783437639.6276839,odom,0,0.0,0.0,0.0
1783437639.7248983,odom,0,0.0,0.0,0.0
1783437639.8406587,odom,0,0.0,0.0,0.0
1783437639.9255252,odom,0,0.0,0.0,0.0
1783437640.0241113,odom,0,0.0,0.0,0.0
1783437640.1248238,odom,0,0.0,0.0,0.0
1783437640.2256696,odom,0,0.0,0.0,0.0
1783437640.3318222,odom,0,0.0,0.0,0.0
1783437640.339885,cmd,0,-0.038482315838336945,0.05167269706726074,0.0
1783437640.3728778,cmd,0,-0.08737847208976746,0.11799025535583496,-0.17075982689857483
1783437640.4061892,cmd,0,-0.08737847208976746,0.11799025535583496,-0.17075982689857483
1783437640.4289453,odom,0,0.0,0.0,0.0
1783437640.4385996,cmd,0,-0.1324990838766098,0.167565256357193,-0.2762199938297272
1783437640.4719741,cmd,0,-0.1324990838766098,0.167565256357193,-0.2762199938297272
1783437640.5039556,cmd,0,-0.16819708049297333,0.19951161742210388,-0.37649005651474
1783437640.5246458,odom,0,0.0,0.0,0.0
1783437640.5368905,cmd,0,-0.19488491117954254,0.21656018495559692,-0.46981707215309143
1783437640.5743027,cmd,0,-0.19488491117954254,0.21656018495559692,-0.46981707215309143
1783437640.6039538,cmd,0,-0.2161470502614975,0.22210045158863068,-0.5567898154258728
1783437640.6229324,odom,0,0.0,0.0,0.0
1783437640.6358457,cmd,0,-0.23099194467067719,0.21625950932502747,-0.640469491481781
1783437640.6699538,cmd,0,-0.23099194467067719,0.21625950932502747,-0.640469491481781
1783437640.703442,cmd,0,-0.240004763007164,0.20086945593357086,-0.7231407165527344
1783437640.7347808,odom,0,0.0,0.0,0.0
1783437640.7349179,cmd,0,-0.2468857318162918,0.1888227015733719,-0.8061830401420593
1783437640.7679539,cmd,0,-0.2468857318162918,0.1888227015733719,-0.8061830401420593
1783437640.8023632,cmd,0,-0.24908724427223206,0.16803519427776337,-0.8874397873878479
1783437640.8349438,cmd,0,-0.2483936995267868,0.14855211973190308,-0.9668905138969421
1783437640.8399193,odom,0,0.0,0.0,0.0
1783437640.866848,cmd,0,-0.2483936995267868,0.14855211973190308,-0.9668905138969421
1783437640.899609,cmd,0,-0.2451605349779129,0.12098639458417892,-1.041014552116394
1783437640.9330611,cmd,0,-0.24042825400829315,0.0973232090473175,-1.1124904155731201
1783437640.9352877,odom,0,0.0,0.0,0.0
1783437640.9657319,cmd,0,-0.24042825400829315,0.0973232090473175,-1.1124904155731201
1783437640.9987214,cmd,0,-0.23318424820899963,0.06577140837907791,-1.1730974912643433
1783437641.0309117,odom,0,0.0,0.0,0.0
1783437641.031338,cmd,0,-0.22528515756130219,0.04101470857858658,-1.2345587015151978
1783437641.0648432,cmd,0,-0.22528515756130219,0.04101470857858658,-1.2345587015151978
1783437641.0975692,cmd,0,-0.21890103816986084,0.0,-1.2838096618652344
1783437641.1315498,odom,0,0.0,0.0,0.0
1783437641.1316788,cmd,0,-0.21117304265499115,-0.03156781941652298,-1.3359507322311401
1783437641.1638038,cmd,0,-0.21117304265499115,-0.03156781941652298,-1.3359507322311401
1783437641.197888,cmd,0,-0.20702502131462097,-0.08293293416500092,-1.3709546327590942
1783437641.228517,odom,0,0.0,0.0,0.0
1783437641.230582,cmd,0,-0.19775761663913727,-0.128692165017128,-1.4123501777648926
1783437641.2639067,cmd,0,-0.19775761663913727,-0.128692165017128,-1.4123501777648926
1783437641.2961388,cmd,0,-0.18844445049762726,-0.1749638020992279,-1.4314663410186768
1783437641.3297327,cmd,0,-0.17267675697803497,-0.21329651772975922,-1.4507243633270264
1783437641.3320363,odom,0,0.0,0.0,0.0
1783437641.3634112,cmd,0,-0.17267675697803497,-0.21329651772975922,-1.4507243633270264
1783437641.3972754,cmd,0,-0.16356877982616425,-0.24945473670959473,-1.4407347440719604
1783437641.4279332,cmd,0,-0.14566998183727264,-0.2876964509487152,-1.4305243492126465
1783437641.4351103,odom,0,0.0,0.0,0.0
1783437641.462898,cmd,0,-0.14566998183727264,-0.2876964509487152,-1.4305243492126465
1783437641.497439,cmd,0,-0.13300389051437378,-0.3212723731994629,-1.4203790426254272
1783437641.5274959,cmd,0,-0.13300389051437378,-0.3212723731994629,-1.4203790426254272
1783437641.5347817,odom,0,0.0,0.0,0.0
1783437641.5610828,cmd,0,-0.11251591145992279,-0.35164278745651245,-1.4203795194625854
1783437641.596024,cmd,0,-0.06379195302724838,-0.38553932309150696,-1.3270739316940308
1783437641.6279802,cmd,0,-0.03694380074739456,-0.41303563117980957,-1.3039205074310303
1783437641.634854,odom,0,0.0,0.0,0.0
1783437641.6587994,cmd,0,-0.03694380074739456,-0.41303563117980957,-1.3039205074310303
1783437641.692237,cmd,0,-0.02101258747279644,-0.4243982136249542,-1.2539185285568237
1783437641.7262843,cmd,0,0.0,-0.4449596405029297,-1.2339324951171875
1783437641.7416375,odom,0,0.0,0.0,0.0
1783437641.7601268,cmd,0,0.0,-0.4449596405029297,-1.2339324951171875
1783437641.791209,cmd,0,0.0,-0.4628259539604187,-1.1778292655944824
1783437641.8338983,cmd,0,0.0,-0.46759849786758423,-1.1638216972351074
1783437641.8342125,odom,0,0.0,0.0,0.0
1783437641.8566473,cmd,0,0.0,-0.46759849786758423,-1.1638216972351074
1783437641.8910372,cmd,0,0.0,-0.4685361683368683,-1.0831156969070435
1783437641.9240952,cmd,0,0.0,-0.4732787311077118,-1.0847389698028564
1783437641.9363892,odom,0,0.0,0.0,0.0
1783437641.9596455,cmd,0,0.0,-0.4732787311077118,-1.0847389698028564
1783437641.9887862,cmd,0,0.026718895882368088,-0.478061318397522,-1.0717614889144897
1783437642.021916,cmd,0,0.026718895882368088,-0.478061318397522,-1.0717614889144897
1783437642.0273526,odom,0,0.0,0.0,0.0
1783437642.0555844,cmd,0,0.02298523113131523,-0.47799092531204224,-1.0767080783843994
1783437642.0885663,cmd,0,0.042960766702890396,-0.46340009570121765,-0.9531712532043457
1783437642.121043,cmd,0,0.04939747974276543,-0.472109854221344,-0.954043447971344
1783437642.1252065,odom,0,0.0,0.0,0.0
1783437642.1538172,cmd,0,0.04939747974276543,-0.472109854221344,-0.954043447971344
1783437642.1880782,cmd,0,0.07163251509640714,-0.4541961008617918,-0.8207101146380107
1783437642.221082,cmd,0,0.07252571731805801,-0.4534764885902405,-0.8153539896011353
1783437642.224355,odom,0,0.0,0.0,0.0
1783437642.252961,cmd,0,0.08537972718477249,-0.4664708077907562,-0.8244086503982544
1783437642.2862523,cmd,0,0.13162721434769062,-0.4607663716053832,-0.6910753170649211
1783437642.3199706,cmd,0,0.17035555839538574,-0.45598939061164856,-0.5794199705123901
