recv_time_sec,stamp_sec,stamp_nanosec,pose_x,pose_y,pose_z,orient_x,orient_y,orient_z,orient_w,twist_lin_x,twist_lin_y,twist_lin_z,twist_ang_x,twist_ang_y,twist_ang_z,cov_xx,cov_yy,cov_zz,cov_aa,base_x,base_y,base_z,base_qx,base_qy,base_qz,base_qw,computed_vx,computed_vy,computed_wz,paired_cmd_vx,paired_cmd_vy,paired_cmd_wz
1783437840.8490448,1783437840,792087554,2.6408791199078134,-1.9427990251471083,-0.0373003599042449,-0.0029291867319440022,0.0017933484268822465,-0.40512220633838064,0.9142560919665954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.481781231519938,-1.7242309184107474,0.030608473697885767,0.0547678077184096,0.11010101885639989,-0.4034316097641426,0.9067089881144965,0.0,0.0,0.0,0.0,0.0,0.0
1783437840.9269543,1783437840,892039775,2.6356562872364817,-1.9468338899743802,-0.03901641813257628,-0.002706205689705087,0.0020208799583697297,-0.4051858985695119,0.9142280788158808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.476605264702278,-1.7282835373576992,0.029059132948180105,0.054996403179771475,0.11032308123734448,-0.4034695091334179,0.9066512938187566,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.0245175,1783437840,992256402,2.6416317102214624,-1.9443563797117636,-0.038084681502879573,-0.0027748901755939776,0.0018103744184039957,-0.4053891993226252,0.914138184084627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482655116071212,-1.7257153250813848,0.029873370231277237,0.05495255712801496,0.1101012900694165,-0.40367771985138645,0.9065882311643628,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.1289222,1783437841,92088460,2.6372316860198297,-1.947086468922391,-0.03991716694918793,-0.002837781880769034,0.0020883896778562095,-0.40530908143881833,0.9141729235356799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4782552591241074,-1.7284805128265204,0.02815409500385102,0.054880338105859724,0.11038209603948212,-0.40360840328302594,0.9065893216681098,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.2306917,1783437841,192080020,2.640247228618578,-1.9465184629348071,-0.03882672545130817,-0.00299678690342048,0.0018912468131950446,-0.40541344671005264,0.9141265665543379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.481304574181931,-1.727845800192861,0.029109010527480376,0.05473511481559574,0.11017967243349072,-0.40372964774317177,0.9065687389943173,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.322742,1783437841,292018175,2.635597431000914,-1.9468084781024029,-0.041749890924251305,-0.0027338780979687736,0.002352984487598327,-0.4053582069870201,0.9141508154581577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4766721943728434,-1.7282126291044577,0.026473191801314987,0.05498898527277243,0.11064166325645683,-0.40364675594153054,0.9065340204693887,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.4236856,1783437841,391968011,2.640931733115384,-1.944785963175241,-0.04261103350549674,-0.0025751654898066257,0.0019752648594587993,-0.40528498836800864,0.9141846340072547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4819151334830103,-1.726214905314354,0.025478457313058776,0.055138247157777036,0.11027175951090726,-0.40355135906631834,0.9066124934890671,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.5275958,1783437841,492024183,2.6383598894503018,-1.9461448030215422,-0.04228470121728689,-0.0028236670615123705,0.0022643853909178214,-0.40533663715338386,0.9141603306008816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4794180704421542,-1.7275405101832468,0.025872663579556268,0.05489741570467299,0.11055499148165648,-0.4036355662440893,0.9065551264375779,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.62662,1783437841,592179775,2.638849874557247,-1.9478137202825692,-0.04264088667857951,-0.002859921800124888,0.0022245859676724602,-0.40528614956952874,0.9141827000286514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4798808848688108,-1.7292203532923176,0.025488147354666014,0.054855496489609766,0.11051863812981144,-0.4035895703577512,0.9065825741923657,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.7252758,1783437841,692021846,2.6376307572220457,-1.946380804603411,-0.041005511038283114,-0.002709776344943168,0.0025395693691822856,-0.4053807226452079,0.9141404035525552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478738562178451,-1.727790216790414,0.027311326760290834,0.05501536512619911,0.11082539026880787,-0.4036677905685887,0.906500610771593,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.8250275,1783437841,792146682,2.638102101392266,-1.9479037297552322,-0.04477924055034772,-0.00265749708771699,0.0022778838489276947,-0.4052956592674129,0.9141789636244058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.479133292915161,-1.7293350960688767,0.023429522470610024,0.0550574637539507,0.11057121248934935,-0.40357469803998713,0.9065705409705032,0.0,0.0,0.0,0.0,0.0,0.0
1783437841.9245224,1783437841,892046689,2.6391654687042454,-1.946357675305397,-0.0417093729357887,-0.0028586715816794226,0.002568189266730896,-0.4052305887806505,0.9142064330976707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4802132978995255,-1.7278023805456229,0.026580857565618572,0.05484977144619585,0.11086304182754231,-0.40353734225977617,0.9065641190401046,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.031305,1783437841,992222547,2.636925708031953,-1.947242481489109,-0.04281836750927001,-0.002640977744891586,0.002459412702017712,-0.40524937534245525,0.9141990594560148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4779568217640016,-1.7287018508717094,0.025479882988648908,0.05506817259690985,0.11075425634592469,-0.4035283698595758,0.9065681694095439,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.1230369,1783437842,92061042,2.639377088541558,-1.9437326792682137,-0.04202844966350316,-0.0025451441981688325,0.00260473259943992,-0.405316852377011,0.9141690143448793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4804535941896853,-1.7251883630057232,0.026363580759278436,0.0551711167563228,0.11089430764574298,-0.40358485923423504,0.9065196422607257,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.2241418,1783437842,192223787,2.639214630063382,-1.9447060671552587,-0.04291942865830204,-0.0025003359533552873,0.0025779462910754045,-0.4053032194201967,0.9141752582741804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48027877239722,-1.7261706262733707,0.025472232233070026,0.05521400200626349,0.11086865761434195,-0.4035656144741859,0.9065287361994208,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.329046,1783437842,292182207,2.6403970744476326,-1.9445645380080643,-0.04027606297168973,-0.002523390640338184,0.002569639162252238,-0.40515239397782327,0.9142420724886221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4813893576089034,-1.7260783037708873,0.028105780287993973,0.05517326014727159,0.11086990077642585,-0.4034187506145562,0.906596430678578,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.428929,1783437842,392218828,2.6389858009530394,-1.9442726857681547,-0.044276126163879055,-0.002627058384320042,0.0028900406630205824,-0.4051663533249976,0.9142346374769087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.480031058309573,-1.7257860516203685,0.02422749084223761,0.05507166939544858,0.111186733466059,-0.4034481201968924,0.9065507353925315,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.5417676,1783437842,491997957,2.641930837166688,-1.94405505053757,-0.040453526250941514,-0.0026517568177506297,0.002676765625851319,-0.4051480901531848,0.9142433090577096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482941666693476,-1.7255601321962832,0.027943691413773668,0.05504523161930454,0.11097626677187279,-0.4034311409221928,0.906585685538644,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.6263251,1783437842,592131614,2.636242593520176,-1.9442365512629587,-0.042460600684796804,-0.0028780963194079143,0.0029313022937774297,-0.4050368557770468,0.9142911295045373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4772449690724523,-1.725765961717997,0.025994654605484155,0.05480713297479232,0.11123546974384128,-0.4033507562949125,0.9066041119707501,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.737064,1783437842,691992521,2.638486482639163,-1.9463984890153705,-0.04195071248549854,-0.002807192404050587,0.002782094960301293,-0.40511270506195574,0.9142582106909533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4795022731423146,-1.7279022364065795,0.026453774060176925,0.05488665670439695,0.11108276731529398,-0.4034159973386796,0.9065889955280885,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.8256366,1783437842,792062282,2.637224337311991,-1.9499994730635293,-0.04064251545776155,-0.0029360320826230385,0.0027572260213271347,-0.40493178256009676,0.9143380276970764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478157604577878,-1.7315488615328436,0.027715877678441435,0.054737378660488875,0.11106931629893609,-0.40325208010268276,0.9066725904355578,0.0,0.0,0.0,0.0,0.0,0.0
1783437842.930467,1783437842,892398834,2.638867664165814,-1.947516231361806,-0.04194342618067315,-0.0027274469555095262,0.0028564104237445635,-0.404982547494667,0.9143158853357661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.479826345531002,-1.729079287517815,0.026517698437589554,0.05495029666611461,0.11116481907613839,-0.4032777829552925,0.9066365741964856,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.021566,1783437842,992180585,2.6375368054397175,-1.948299971439915,-0.0408126848731625,-0.002896786632415494,0.00297662795678562,-0.40479155086755136,0.914399556353488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4784288148090337,-1.7299149879027236,0.02765928994812461,0.05475946746470793,0.11129587440712718,-0.40311011287038817,0.9067066041253683,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.1315818,1783437843,92052698,2.637584017165442,-1.9482719585590602,-0.04120878903314003,-0.0029593182099399806,0.0030140030985406005,-0.4047782160122037,0.9144051367217007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4784778297723467,-1.7298858478892336,0.027263781042325227,0.05469578495383669,0.11133369980522444,-0.4031048696697762,0.9067081352036479,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.223368,1783437843,192245006,2.6373874924924356,-1.94661691237147,-0.038945423290668676,-0.002941628348853909,0.003164035830397995,-0.4049276360707719,0.9143385287988567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478370765192731,-1.7281890500413153,0.029601746233464343,0.054730877701750336,0.11147314267974749,-0.4032522494951328,0.9066233466904611,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.3227913,1783437843,292020797,2.6386485677357694,-1.9482644256602184,-0.0395111296784271,-0.0032168377153503325,0.0029705947960818498,-0.4047650213790172,0.9144102498275675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4795446476638947,-1.7298484773208975,0.02887147908869775,0.054438689732429116,0.11129108126036616,-0.40312291771837966,0.9067208156330896,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.4246004,1783437843,392170429,2.6386834632106866,-1.9472246032192093,-0.037335814383839774,-0.003256517189306956,0.0029211054552410578,-0.404874578277897,0.9143617654424371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4796277420661714,-1.7287628601848677,0.03101262710969789,0.05441234547503883,0.11123501883691468,-0.40323601259798136,0.9066789869564293,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.5291765,1783437843,492177009,2.6384385696371746,-1.948242755691697,-0.04074765273416,-0.0033056119511767983,0.0029842087321156102,-0.4048367872941366,0.9143781182209215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4793755015448835,-1.7297914697318493,0.027617112200387588,0.05435907190646513,0.11129992747997082,-0.4032050927977809,0.9066879675976481,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.6279838,1783437843,592018604,2.6406723848836346,-1.9457867303779066,-0.040553370110721534,-0.0032324721916669238,0.003003351718543219,-0.40474415903800115,0.9144193221529202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4815635212228018,-1.7273778728435993,0.027840383318354145,0.05442066433541651,0.11132486854604148,-0.4031044265044369,0.906725970880413,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.723226,1783437843,692190170,2.6381016975675795,-1.9467024707063603,-0.040314011144302705,-0.0033431759284627267,0.0031303812644562245,-0.4049135591694647,0.9143434986308848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.479095929018115,-1.728227630141162,0.028108753057426314,0.054330723305595297,0.11144003725018342,-0.40328713767151086,0.9066359661912208,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.8312178,1783437843,792204856,2.6380282010000617,-1.9464011516823627,-0.040758807510150485,-0.0031911450297700365,0.002865883139258445,-0.40492081566698085,0.9143416956186664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4789839755045326,-1.7279284586742856,0.027581384173263793,0.05448276577906185,0.11117741963350408,-0.40327338820107717,0.9066651994896037,0.0,0.0,0.0,0.0,0.0,0.0
1783437843.9295528,1783437843,892066955,2.6413200790685094,-1.9477298941259469,-0.03929589237469983,-0.0032527161485959486,0.0029717055336028336,-0.40498134534067737,0.9143143325628956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.482321570340286,-1.7292341498694466,0.029076975175221655,0.0544287116391219,0.11127849002390787,-0.40334190317186286,0.9066255688833202,0.0,0.0,0.0,0.13333333333333333,-0.06661155094506087,0.0
1783437844.0285888,1783437843,992016077,2.6410433134318003,-1.9466119177155994,-0.0401711542312458,-0.0032981210963869173,0.002431861388915217,-0.4050635943755555,0.9142793298325049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4820181630736298,-1.7280527976683413,0.02793668416294723,0.05439399691683049,0.11073766525799379,-0.40342427406176906,0.9066572217163195,0.0,0.0,0.0,0.2817689776420593,-0.16227467358112335,0.10858295112848282
1783437844.131919,1783437844,92170238,2.644564253528087,-1.9529096390561667,-0.037509026151163846,-0.0038700503340125445,0.002350201360772483,-0.40129365035672476,0.9159382650852353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.483765605977396,-1.735594696908092,0.0304157551738254,0.0533797010030737,0.11089241070301158,-0.39975392356215206,0.9083227847885145,0.0,0.0,0.0,0.36125242710113525,-0.2143714874982834,0.0
